Order_ID,Product,City,Quantity,Unit_Price,Total_Amount
12773,Coffee,Coimbatore,3,291.43,874.29
12774,Tea,Trichy,6,382.16,2292.96
12775,Tea,Coimbatore,4,83.71,334.84
12776,Snacks,Coimbatore,6,349.46,2096.76
12777,Snacks,Coimbatore,2,255.8,511.6
12778,Tea,Madurai,3,100.51,301.53000000000003
12779,cake,Chennai,3,475.91,1427.73
12780,Cake,Salem,5,188.68,-377.36
12781,Tea,Madurai,2,255.4,510.8
12782,Snacks,Salem,1,364.61,364.61
12783,Coffee,Salem,10,249.4,2494.0
12784,Tea,Trichy,5,446.44,2232.2
12785,Juice,Salem,6,487.19,2923.14
12786,Tea,Salem,8,344.97,2759.76
12787,Juice,Madurai,8,195.16,1561.28
12788,Snacks,Salem,6,272.68,1636.08
12789,CAKE,Trichy,1,113.18,113.18
12790,CAKE,Chennai,1,212.12,212.12
12791,cake,Salem,4,230.03,920.12
12792,cake,Trichy,1,274.93,274.93
12793,Coffee,Coimbatore,6,152.66,915.96
12794,Snacks,Salem,7,248.45,1739.15
12795,Coffee,Salem,10,271.49,2714.9
12796,Coffee,Chennai,4,88.27,353.08
12797,Juice,Coimbatore,4,366.8,1467.2
12798,Tea,Coimbatore,4,50.96,203.84
12799,Snacks,Chennai,1,303.06,303.06
12800,CAKE,Madurai,1,32.95,32.95
12801,Tea,Madurai,4,398.49,1593.96
12802,Tea,Salem,7,206.32,1444.24
12803,Snacks,Coimbatore,1,22.93,22.93
12804,Coffee,Salem,6,184.79,1108.74
12805,Snacks,Coimbatore,6,185.1,1110.6
12806,Tea,Trichy,7,243.44,1704.08
12807,Snacks,Chennai,7,331.03,2317.21
12808,Snacks,Salem,4,403.74,1614.96
12809,Tea,Coimbatore,10,144.97,1449.7
12810,Coffee,Trichy,5,243.07,1215.35
12811,Coffee,Coimbatore,5,107.24,-214.48
12812,Snacks,Salem,5,352.94,1764.7
12813,Coffee,Salem,1,33.89,33.89
12814,Snacks,Madurai,9,247.69,2229.21
12815,Snacks,Chennai,2,78.07,156.14
12816,Juice,Madurai,9,137.05,1233.45
12817,Tea,Coimbatore,4,296.06,1184.24
12818,Juice,Madurai,10,215.85,2158.5
12819,Tea,Coimbatore,5,143.62,718.1
12820,juice,Coimbatore,4,264.62,1058.48
12821,juice,Madurai,7,68.0,506.0
12822,Snacks,Madurai,8,303.38,2427.04
12823,Tea,Coimbatore,3,435.08,1305.24
12824,cake,Trichy,8,379.2,3033.6
12825,Coffee,Salem,5,444.61,2223.05
12826,Juice,Madurai,6,347.47,2084.82
12827,Juice,Salem,9,469.87,4228.83
12828,Cake,Salem,5,55.86,279.3
12829,Tea,Trichy,5,475.18,2375.9
12830,Snacks,Trichy,3,496.78,1490.34
12831,cake,Salem,4,251.64,1006.56
12832,Tea,Chennai,2,432.89,865.78
12833,juice,Madurai,6,111.77,670.62
12834,Cake,Trichy,2,473.67,947.34
12835,Snacks,Madurai,10,100.47,1004.7
12836,Tea,Madurai,1,168.72,168.72
12837,Cake,Salem,3,489.82,1469.46
12838,Snacks,Chennai,3,27.5,82.5
12839,CAKE,Salem,9,429.31,3863.79
12840,Snacks,Madurai,8,324.82,2598.56
12841,Juice,Chennai,1,248.98,248.98
12842,Coffee,Coimbatore,4,257.37,1029.48
12843,Coffee,Chennai,9,346.36,3117.24
12844,Tea,Coimbatore,5,250.91,1254.55
12845,Juice,Madurai,5,142.67,-285.34
12846,juice,Coimbatore,3,120.95,362.85
12847,cake,Coimbatore,7,354.74,2483.1800000000003
12848,Tea,Chennai,5,21.23,130.15
12849,Coffee,Chennai,10,446.14,4461.4
12850,Coffee,Chennai,3,249.7,749.1
12851,Cake,Coimbatore,5,433.74,2168.7
12852,Snacks,Chennai,2,67.16,134.32
12853,Juice,Salem,2,195.93,391.86
12854,Snacks,Salem,3,45.83,137.49
12855,Cake,Madurai,10,269.92,2699.2000000000003
12856,Juice,Madurai,7,129.77,908.39
12857,Coffee,Madurai,5,260.62,1303.1
12858,CAKE,Coimbatore,10,249.7,2497.0
12859,Coffee,Trichy,5,398.73,1993.65
12860,Tea,Trichy,5,482.91,2414.55
12861,juice,Chennai,4,272.38,1089.52
12862,Snacks,Madurai,2,393.29,786.58
12863,juice,Chennai,9,169.48,1525.32
12864,Coffee,Coimbatore,5,482.83,2414.15
12865,Tea,Trichy,7,456.62,3196.34
12866,Coffee,Chennai,4,401.79,1607.16
12867,Tea,Madurai,2,444.88,889.76
12868,Snacks,Coimbatore,1,454.41,454.41
12869, Cake ,Chennai,4,49.93,199.72
12870,CAKE,Salem,6,470.15,2820.9
12871,juice,Madurai,8,172.25,1378.0
12872, Cake ,Madurai,5,185.13,925.65
12873,Tea,Madurai,4,219.81,879.24
12874,Snacks,Trichy,9,277.97,2501.7300000000005
12875,Snacks,Salem,7,291.05,2037.35
12876,CAKE,Coimbatore,10,276.9,2769.0
12877,Coffee,Salem,4,231.96,927.84
12878,Coffee,Chennai,9,310.12,2797.08
12879,Coffee,Coimbatore,10,247.99,2479.9
12880,Tea,Trichy,4,403.36,1613.44
12881,Snacks,Trichy,3,211.06,633.1800000000001
12882,Juice,Coimbatore,2,456.09,912.18
12883,CAKE,Coimbatore,1,38.06,38.06
12884,Snacks,Madurai,1,455.59,455.59
12885,juice,Madurai,7,262.47,1837.29
12886,Tea,Coimbatore,1,347.23,347.23
12887,juice,Coimbatore,2,333.29,666.58
12888,Tea,Coimbatore,10,133.5,1335.0
12889, Cake ,Chennai,8,29.17,233.36
12890,Coffee,Chennai,3,273.66,820.98
12891,Snacks,Salem,1,487.47,487.47
12892,Coffee,Madurai,2,210.28,420.56
12893,Juice,Madurai,7,185.55,1298.85
12894,Coffee,Trichy,5,125.5,627.5
12895,cake,Chennai,9,182.35,1641.15
12896,juice,Trichy,5,362.41,1812.05
12897,Snacks,Chennai,10,229.88,2298.8
12898,Coffee,Chennai,4,459.2,1836.8
12899,Coffee,Madurai,10,190.3,1903.0
12900,Coffee,Trichy,7,399.07,2793.49
12901,Snacks,Chennai,5,363.49,1817.45
12902,cake,Salem,5,334.6,1673.0
12903,Snacks,Madurai,5,394.52,1972.6
12904,Coffee,Coimbatore,5,169.93,849.65
12905,Cake,Madurai,5,364.08,1820.4
12906,Coffee,Trichy,7,40.3,282.1
12907,Coffee,Madurai,5,306.88,1534.4
12908,Juice,Chennai,3,150.22,450.66
12909,Snacks,Trichy,4,131.62,526.48
12910,Snacks,Madurai,9,121.72,1095.48
12911,Snacks,Coimbatore,2,223.01,446.02
12912, Cake ,Chennai,8,216.45,1731.6
12913,Tea,Chennai,10,351.92,3519.2000000000003
12914,Snacks,Madurai,8,183.53,1468.24
12915, Cake ,Chennai,1,179.13,179.13
12916,Coffee,Chennai,6,250.42,1502.52
12917,CAKE,Chennai,4,460.57,1842.28
12918,Tea,Coimbatore,9,144.97,1304.73
12919,Tea,Madurai,8,90.03,720.24
12920,Coffee,Chennai,6,340.16,2040.96
12921,juice,Madurai,4,259.14,1036.56
12922,Coffee,Chennai,8,249.7,1997.6
12923,Snacks,Trichy,9,221.41,1992.69
12924,Tea,Madurai,1,298.96,298.96
12925,Juice,Trichy,10,353.94,3539.4
12926,Snacks,Trichy,1,230.21,230.21
12927, Cake ,Madurai,10,307.31,3073.1
12928,Coffee,Madurai,5,125.2,626.0
12929,Tea,Salem,10,363.79,3637.9
12930,Snacks,Chennai,8,339.75,2718.0
12931,Cake,Trichy,2,323.04,646.08
12932,CAKE,Madurai,2,355.11,710.22
12933,cake,Salem,1,34.56,34.56
12934,Cake,Chennai,1,233.16,233.16
12935,Coffee,Trichy,5,400.68,2003.4
12936,cake,Coimbatore,5,489.78,2448.9
12937,juice,Coimbatore,4,317.77,1271.08
12938,Tea,Salem,9,255.51,2299.59
12939,Coffee,Chennai,9,237.86,2140.74
12940,Tea,Salem,8,298.62,2388.96
12941,Coffee,Chennai,2,470.44,940.88
12942,cake,Trichy,7,304.78,2133.46
12943,Tea,Trichy,7,229.59,1607.13
12944,Snacks,Chennai,10,290.79,2907.9
12945,Tea,Coimbatore,4,476.39,1905.56
12946,Snacks,Madurai,6,260.67,1564.02
12947,Tea,Trichy,3,399.18,1197.54
12948, Cake ,Salem,4,136.75,547.0
12949,Tea,Chennai,2,122.25,244.5
12950,juice,Chennai,5,182.29,911.45
12951,Tea,Salem,6,221.91,1331.46
12952,Tea,Coimbatore,1,335.04,335.04
12953,Snacks,Trichy,3,345.45,1036.35
12954,Tea,Chennai,9,119.7,1104.3
12955,Juice,Salem,6,141.16,846.96
12956,Coffee,Trichy,5,51.59,257.95000000000005
12957,Coffee,Chennai,7,68.15,477.05000000000007
12958,Coffee,Madurai,1,58.03,58.03
12959, Cake ,Madurai,6,368.64,2211.84
12960,Tea,Coimbatore,1,50.83,50.83
12961,Snacks,Coimbatore,10,287.64,2876.4
12962,Snacks,Trichy,7,106.12,742.84
12963,Cake,Madurai,2,307.52,615.04
12964,Coffee,Trichy,6,174.77,1048.62
12965,Juice,Trichy,8,53.4,427.2
12966,CAKE,Chennai,6,92.0,552.0
12967,Juice,Madurai,9,361.66,3254.94
12968,CAKE,Madurai,2,273.24,546.48
12969,Juice,Chennai,10,469.5,4695.0
12970,juice,Chennai,3,354.87,1064.61
12971,Snacks,Coimbatore,2,386.45,772.9
12972,cake,Salem,10,440.75,4407.5
12973,Juice,Trichy,4,57.4,229.6
12974,Tea,Coimbatore,7,93.86,657.02
12975,juice,Coimbatore,6,68.78,412.68
12976,Coffee,Salem,2,493.01,986.02
12977,juice,Chennai,2,283.9,567.8
12978,juice,Madurai,1,377.99,377.99
12979,Coffee,Chennai,7,331.35,2319.4500000000003
12980,Tea,Coimbatore,5,160.95,804.75
12981,Snacks,Coimbatore,4,114.49,457.96
12982,Coffee,Madurai,9,33.89,305.01
12983,Snacks,Madurai,7,364.66,2552.6200000000003
12984,juice,Salem,8,152.03,1216.24
12985,cake,Chennai,2,69.38,138.76
12986,Tea,Trichy,3,121.35,364.05
12987,Coffee,Coimbatore,10,49.55,495.5
12988,juice,Chennai,6,249.7,1498.2
12989,Snacks,Chennai,4,389.71,1558.84
12990,Tea,Coimbatore,5,78.36,391.8
12991,Juice,Coimbatore,6,183.37,1100.22
12992,Tea,Salem,4,291.77,1167.08
12993,juice,Trichy,8,111.91,895.28
12994,Juice,Coimbatore,4,114.69,458.76
12995,Coffee,Salem,5,156.45,782.25
12996,Tea,Trichy,5,310.71,1553.55
12997,Tea,Madurai,5,364.23,1821.15
12998,Snacks,Madurai,7,284.97,1994.79
12999,Coffee,Chennai,5,406.81,2034.05
13000,Coffee,Chennai,7,340.95,2386.65
13001,Cake,Salem,4,407.92,1631.68
13002,Cake,Coimbatore,8,61.9,495.2
13003,Juice,Chennai,6,468.04,2808.24
13004,Snacks,Chennai,8,335.25,2682.0
13005,Coffee,Chennai,4,238.06,952.24
13006,Tea,Madurai,5,249.7,1248.5
13007,Coffee,Madurai,10,350.3,3503.0
13008,Tea,Madurai,1,53.48,53.48
13009, Cake ,Coimbatore,9,479.68,4317.12
13010,Coffee,Chennai,8,493.21,3945.68
13011, Cake ,Trichy,1,24.24,24.24
13012,cake,Madurai,1,257.97,257.97
13013,juice,Coimbatore,4,353.17,1412.68
13014,juice,Chennai,6,27.38,164.28
13015,Tea,Chennai,5,253.21,1266.05
13016,Coffee,Coimbatore,10,332.43,3324.3
13017,Coffee,Chennai,10,116.92,1169.2
13018,Snacks,Madurai,5,413.93,2069.65
13019,Tea,Coimbatore,8,429.98,3439.84
13020, Cake ,Chennai,10,363.0,3630.0
13021,CAKE,Chennai,2,263.33,526.66
13022,Coffee,Chennai,5,98.99,-197.98
13023,Snacks,Trichy,10,186.61,1866.1
13024,Tea,Salem,9,432.38,3891.42
13025,Tea,Coimbatore,6,345.29,2071.74
13026,Snacks,Chennai,1,274.14,274.14
13027,Coffee,Madurai,5,128.09,640.45
13028,Cake,Coimbatore,4,308.26,1233.04
13029,juice,Trichy,9,351.43,3162.87
13030,juice,Trichy,1,444.01,444.01
13031,Snacks,Chennai,3,367.9,1125.6999999999998
13032,Tea,Trichy,9,280.21,2521.89
13033,Juice,Chennai,6,386.86,2321.16
13034,Coffee,Salem,2,378.58,757.16
13035,Coffee,Trichy,7,269.78,1888.46
13036,Juice,Trichy,7,98.65,690.5500000000001
13037,juice,Madurai,8,437.54,3500.32
13038,CAKE,Coimbatore,2,249.7,499.4
13039,cake,Chennai,2,166.23,332.46
13040,Coffee,Trichy,10,71.2,712.0
13041,cake,Trichy,2,26.96,53.92
13042,CAKE,Madurai,5,222.2,1111.0
13043, Cake ,Madurai,5,113.39,566.95
13044, Cake ,Salem,6,115.26,691.5600000000001
13045,Tea,Chennai,9,168.65,1517.85
13046,Tea,Coimbatore,4,155.48,662.92
13047,Snacks,Salem,3,283.88,851.64
13048,juice,Salem,9,381.14,3430.26
13049,Snacks,Madurai,4,385.53,1542.12
13050, Cake ,Madurai,3,296.27,888.81
13051,Juice,Salem,5,425.3,2126.5
13052,Juice,Coimbatore,7,54.89,384.23
13053,CAKE,Chennai,4,80.74,322.96
13054,CAKE,Chennai,4,272.74,1090.96
13055,juice,Salem,2,438.99,877.98
13056,Tea,Coimbatore,8,54.6,436.8
13057,Tea,Chennai,1,476.28,476.28
13058,Juice,Chennai,10,140.59,1405.9
13059,cake,Madurai,7,459.29,3215.03
13060,Tea,Trichy,6,41.47,248.82
13061, Cake ,Chennai,1,343.04,343.04
13062,Juice,Madurai,5,80.86,404.3
13063,Tea,Salem,4,249.7,998.8
13064,Coffee,Salem,7,64.03,448.21
13065,Snacks,Salem,2,72.8,145.6
13066,Snacks,Salem,4,363.48,1453.92
13067,Cake,Chennai,10,58.84,588.4000000000001
13068,Juice,Coimbatore,5,445.06,2225.3
13069,Tea,Salem,1,283.6,283.6
13070,CAKE,Trichy,10,85.05,861.5
13071, Cake ,Coimbatore,2,221.23,442.46
13072,Tea,Madurai,5,472.54,2362.7000000000003
13073,Coffee,Salem,5,246.1,1230.5
13074,Coffee,Madurai,2,228.94,457.88
13075,Snacks,Coimbatore,7,296.76,2077.32
13076,Tea,Salem,7,134.96,944.72
13077,CAKE,Coimbatore,10,489.45,4894.5
13078,Snacks,Madurai,5,304.9,1524.5
13079,Snacks,Chennai,8,53.33,426.64
13080,Snacks,Madurai,5,320.64,1603.1999999999998
13081,Juice,Trichy,3,307.5,922.5
13082,cake,Coimbatore,7,62.2,435.4
13083,Snacks,Chennai,4,200.67,850.68
13084,Juice,Chennai,4,304.86,1219.44
13085,Tea,Madurai,9,366.15,3295.35
13086,Snacks,Coimbatore,5,74.15,370.75
13087,Juice,Madurai,5,307.61,1538.0500000000002
13088,Snacks,Salem,5,24.69,123.45
13089,Snacks,Chennai,6,300.21,1801.2599999999998
13090,juice,Chennai,8,133.14,1065.12
13091,Coffee,Chennai,7,60.23,421.61
13092,Tea,Coimbatore,3,122.78,368.34
13093,Coffee,Chennai,1,362.91,362.91
13094,Coffee,Coimbatore,7,256.79,1797.5300000000002
13095,Coffee,Coimbatore,10,255.45,2554.5
13096,Snacks,Madurai,8,489.27,3914.16
13097, Cake ,Chennai,4,148.22,592.88
13098,Coffee,Chennai,3,428.63,1285.89
13099,Tea,Trichy,2,270.78,541.56
13100,Snacks,Coimbatore,4,463.74,1854.96
13101,Snacks,Chennai,9,266.82,2401.38
13102,Snacks,Salem,3,105.16,315.48
13103,Juice,Trichy,5,242.64,1213.2
13104,juice,Trichy,9,460.03,4140.27
13105,CAKE,Chennai,10,144.91,1449.1
13106,Juice,Chennai,2,84.38,168.76
13107,Snacks,Madurai,5,49.12,245.6
13108,Snacks,Madurai,6,476.1,2856.6000000000004
13109,Tea,Chennai,10,477.55,4798.5
13110,Coffee,Trichy,6,313.06,1878.36
13111,Coffee,Madurai,3,163.72,491.16
13112,Snacks,Chennai,5,295.93,1479.65
13113,Tea,Chennai,7,272.26,1905.82
13114,Snacks,Madurai,3,431.75,1295.25
13115,Coffee,Trichy,7,249.7,1747.9
13116,juice,Salem,6,471.81,2830.86
13117,Tea,Coimbatore,5,404.83,2024.15
13118,Tea,Coimbatore,3,428.3,1284.9
13119,Coffee,Coimbatore,8,44.23,353.84
13120,CAKE,Chennai,3,369.1,1107.3000000000002
13121,Snacks,Chennai,5,495.12,2475.6
13122,Tea,Trichy,6,127.95,767.7
13123,Tea,Salem,9,76.62,689.58
13124,Snacks,Coimbatore,6,50.6,303.6
13125,juice,Trichy,5,252.1,1280.5
13126, Cake ,Salem,4,112.77,451.08
13127,Snacks,Salem,7,39.53,276.71000000000004
13128,Tea,Trichy,6,438.13,2628.78
13129,cake,Chennai,9,272.64,2453.76
13130,Coffee,Madurai,7,492.26,3445.82
13131,Coffee,Chennai,5,322.1,1610.5
13132,Tea,Salem,8,493.26,3946.08
13133,Coffee,Trichy,8,62.22,497.76
13134,Snacks,Coimbatore,1,182.78,182.78
13135,Snacks,Chennai,3,44.41,133.23
13136,Cake,Madurai,4,264.98,1059.92
13137,cake,Chennai,3,324.23,972.69
13138,cake,Chennai,7,430.25,3011.75
13139,juice,Salem,3,25.93,77.78999999999999
13140,CAKE,Chennai,5,49.44,247.2
13141,juice,Coimbatore,3,23.41,70.23
13142,Tea,Chennai,6,36.8,220.8
13143,Snacks,Coimbatore,9,220.83,1987.47
13144,Cake,Coimbatore,5,94.1,470.5
13145,Cake,Salem,6,483.16,2898.96
13146,cake,Coimbatore,7,63.51,444.57
13147,Tea,Trichy,7,185.02,1295.14
13148,Coffee,Madurai,2,439.7,879.4
13149,Tea,Salem,5,34.08,-68.16
13150,Tea,Coimbatore,3,497.92,1493.76
13151,cake,Madurai,3,114.23,342.69
13152,Tea,Madurai,4,282.28,1129.12
13153,Snacks,Chennai,5,480.79,2403.9500000000003
13154,Snacks,Trichy,4,424.46,1697.84
13155,Snacks,Chennai,7,118.03,826.21
13156,Cake,Chennai,4,246.22,984.88
13157,Tea,Coimbatore,2,251.68,503.36
13158,Snacks,Madurai,1,67.29,101.29
13159,Snacks,Coimbatore,5,69.09,345.45000000000005
13160,Cake,Chennai,9,76.96,692.64
13161,Tea,Coimbatore,5,415.94,2079.7
13162,Coffee,Trichy,4,134.86,539.44
13163,Tea,Chennai,2,384.48,768.96
13164,Snacks,Madurai,5,60.89,304.45
13165,Cake,Trichy,1,233.73,233.73
13166,Tea,Chennai,4,360.28,1441.12
13167,Tea,Coimbatore,1,43.1,43.1
13168,Juice,Salem,8,40.21,321.68
13169,Tea,Madurai,3,105.69,317.07
13170,Coffee,Salem,4,436.59,1746.36
13171,Juice,Chennai,7,200.9,1406.3
13172, Cake ,Chennai,9,169.93,1529.37
13173,Coffee,Salem,4,199.37,797.48
13174,Juice,Coimbatore,8,218.04,1744.32
13175,Tea,Madurai,7,95.59,669.13
13176,juice,Madurai,9,431.59,3884.31
13177,Juice,Coimbatore,9,204.44,1839.96
13178,Tea,Chennai,4,242.79,971.16
13179,Tea,Chennai,6,397.77,2386.62
13180,juice,Chennai,10,252.07,2520.7
13181,Juice,Madurai,3,195.75,587.25
13182,Coffee,Coimbatore,4,132.1,528.4
13183,Tea,Coimbatore,5,39.67,198.35
13184,cake,Coimbatore,4,74.74,298.96
13185,CAKE,Chennai,3,113.34,340.02
13186,Coffee,Salem,2,81.67,163.34
13187,CAKE,Chennai,9,152.97,1376.73
13188,Coffee,Salem,9,250.85,2257.65
13189,Juice,Trichy,8,337.3,2742.4
13190,juice,Chennai,3,272.86,818.58
13191,Tea,Trichy,6,200.47,1202.82
13192,Cake,Salem,7,208.26,1457.82
13193,Coffee,Salem,8,490.44,3923.52
13194,Cake,Chennai,6,135.45,812.6999999999999
13195,Snacks,Madurai,2,185.04,370.08
13196,cake,Chennai,2,376.01,752.02
13197,Tea,Madurai,7,247.14,1729.98
13198,Snacks,Madurai,9,281.52,2533.68
13199,juice,Salem,3,307.42,922.26
13200,juice,Coimbatore,9,369.15,3322.35
13201,Juice,Salem,3,397.44,1192.32
13202,Tea,Coimbatore,4,137.95,551.8
13203,Coffee,Chennai,6,442.38,2654.28
13204,Snacks,Coimbatore,9,88.41,795.6899999999999
13205,Snacks,Salem,6,118.49,710.9399999999999
13206,Coffee,Trichy,10,157.53,1575.3
13207,Coffee,Coimbatore,9,25.51,229.59
13208,Cake,Chennai,5,261.31,1306.55
13209,Snacks,Chennai,10,259.17,2591.7000000000003
13210,Cake,Madurai,5,93.68,468.4
13211,Tea,Trichy,10,36.62,366.2
13212,Tea,Trichy,4,126.25,505.0
13213,Tea,Trichy,4,464.93,1859.72
13214,Tea,Madurai,10,428.38,4283.8
13215,Coffee,Madurai,4,222.74,890.96
13216,Juice,Trichy,10,223.9,2239.0
13217,Cake,Chennai,9,474.47,4270.2300000000005
13218,Snacks,Madurai,9,428.57,3857.13
13219,Juice,Chennai,2,422.71,845.42
13220,Coffee,Coimbatore,1,453.53,453.53
13221,Coffee,Madurai,7,23.83,166.81
13222,Snacks,Chennai,5,249.7,1248.5
13223,Tea,Trichy,6,177.81,1066.86
13224,Coffee,Madurai,3,353.13,1059.39
13225,Coffee,Chennai,5,127.04,635.2
13226,Snacks,Madurai,5,24.83,124.15
13227,Juice,Trichy,5,79.02,395.1
13228,cake,Coimbatore,4,217.11,868.44
13229,CAKE,Madurai,9,364.33,3278.97
13230,Snacks,Chennai,2,319.21,638.42
13231,Snacks,Trichy,7,497.98,3485.86
13232, Cake ,Chennai,5,279.73,1398.65
13233,juice,Madurai,4,386.71,1546.84
13234,Coffee,Salem,9,207.41,1866.69
13235,Tea,Madurai,4,327.53,1310.12
13236, Cake ,Chennai,3,366.46,1099.38
13237,Snacks,Salem,3,446.41,1339.23
13238,Juice,Madurai,2,123.49,246.98
13239,Snacks,Madurai,10,320.52,3205.2
13240,Coffee,Trichy,10,96.56,965.6
13241,Tea,Coimbatore,7,154.83,1083.8100000000002
13242,juice,Coimbatore,10,249.7,2497.0
13243,cake,Madurai,8,469.27,3754.16
13244,Snacks,Madurai,10,191.37,1913.7
13245,Snacks,Chennai,1,129.46,129.46
13246,Snacks,Coimbatore,3,391.74,1175.22
13247,Juice,Trichy,9,335.38,3018.42
13248,cake,Trichy,9,152.4,1371.6
13249,Coffee,Chennai,6,154.02,924.12
13250,Coffee,Trichy,9,249.7,2247.3
13251,CAKE,Salem,6,336.68,2020.08
13252,CAKE,Madurai,4,433.51,1734.04
13253,CAKE,Madurai,6,218.69,1312.14
13254,CAKE,Coimbatore,1,197.31,197.31
13255,Cake,Salem,10,183.44,1834.4
13256,Snacks,Trichy,10,383.43,3834.3
13257,Tea,Madurai,5,209.98,1049.9
13258, Cake ,Madurai,6,153.94,923.64
13259,Snacks,Salem,3,288.69,866.0699999999999
13260,juice,Chennai,7,118.22,827.54
13261,Coffee,Trichy,1,62.7,62.7
13262,Cake,Trichy,3,256.91,770.73
13263,Tea,Chennai,6,295.18,1771.08
13264,Snacks,Madurai,5,40.78,203.9
13265,Juice,Chennai,10,390.43,3904.3
13266,Cake,Trichy,5,189.5,-379.0
13267,Tea,Madurai,5,67.83,339.15
13268,Snacks,Salem,1,24.64,24.64
13269,Tea,Chennai,4,482.36,1929.44
13270,Tea,Trichy,7,216.95,1518.65
13271,cake,Trichy,6,149.73,898.3799999999999
13272, Cake ,Trichy,4,284.46,1137.84
13273,CAKE,Chennai,8,81.25,650.0
13274,Tea,Madurai,6,210.28,1261.68
13275,Snacks,Chennai,1,366.73,366.73
13276,Snacks,Trichy,2,124.2,248.4
13277,Coffee,Chennai,2,415.26,830.52
13278,Tea,Chennai,1,283.98,283.98
13279,Tea,Chennai,4,87.56,350.24
13280,Snacks,Salem,3,229.55,688.6500000000001
13281,Snacks,Trichy,5,91.83,-183.66
13282,Snacks,Chennai,5,430.02,2150.1
13283,cake,Chennai,5,370.33,1851.65
13284,Coffee,Chennai,5,169.46,847.3
13285,Coffee,Trichy,3,428.87,1286.61
13286,juice,Trichy,1,495.44,495.44
13287,CAKE,Trichy,10,249.7,2497.0
13288,Snacks,Madurai,5,41.9,209.5
13289,Coffee,Chennai,2,280.32,560.64
13290,Tea,Chennai,8,165.44,1323.52
13291,Coffee,Chennai,9,98.1,882.9
13292,Cake,Madurai,7,149.16,1044.12
13293,Juice,Madurai,6,35.54,213.24
13294,Snacks,Trichy,7,300.07,2100.49
13295,Coffee,Trichy,7,162.6,1138.2
13296,CAKE,Coimbatore,10,23.81,238.1
13297,Snacks,Chennai,5,175.0,875.0
13298,Snacks,Trichy,10,403.63,4036.3
13299,Tea,Chennai,9,208.29,1874.61
13300,Snacks,Madurai,2,300.56,601.12
13301,Coffee,Salem,2,294.81,589.62
13302,juice,Madurai,4,488.02,1952.08
13303,Snacks,Chennai,10,206.78,2067.8
13304,Snacks,Chennai,9,305.93,2753.37
13305,Cake,Coimbatore,6,194.19,1165.14
13306,Coffee,Chennai,9,75.98,683.82
13307,Tea,Madurai,2,223.4,446.8
13308,Tea,Madurai,4,379.55,1518.2
13309,Tea,Trichy,8,478.22,3825.76
13310,Tea,Trichy,8,323.69,2589.52
13311,Coffee,Salem,3,453.72,1361.16
13312,juice,Madurai,5,297.41,1487.0500000000002
13313,Coffee,Salem,5,378.05,1890.25
13314,Tea,Trichy,5,283.12,1415.6
13315,Cake,Salem,4,407.25,1629.0
13316,Juice,Trichy,6,411.23,2467.38
13317,Tea,Chennai,1,422.9,422.9
13318,Tea,Salem,2,499.13,998.26
13319,Tea,Coimbatore,6,315.31,1891.86
13320,Coffee,Trichy,5,424.74,2123.7
13321,Tea,Trichy,6,448.78,2692.68
13322,Coffee,Trichy,1,388.78,388.78
13323,Coffee,Madurai,4,294.06,1176.24
13324,Snacks,Chennai,4,190.28,761.12
13325,Coffee,Chennai,2,283.07,566.14
13326,Cake,Chennai,5,162.0,-324.0
13327,Snacks,Chennai,8,187.07,1496.56
13328,Tea,Chennai,3,467.67,1403.01
13329,CAKE,Madurai,3,171.17,513.51
13330,Snacks,Coimbatore,7,455.94,3191.58
13331,juice,Coimbatore,3,78.7,236.1
13332,Snacks,Trichy,1,348.35,348.35
13333,Tea,Chennai,6,301.81,1810.86
13334,Tea,Madurai,2,443.41,886.82
13335,Juice,Chennai,1,32.91,32.91
13336,Coffee,Trichy,7,434.33,3040.31
13337,CAKE,Trichy,2,297.62,595.24
13338, Cake ,Chennai,8,246.86,1974.88
13339,Tea,Coimbatore,2,96.03,192.06
13340,Tea,Trichy,8,212.57,1700.56
13341,cake,Trichy,1,249.7,249.7
13342,juice,Trichy,2,289.12,578.24
13343,Tea,Trichy,6,307.68,1846.08
13344,juice,Chennai,3,331.32,993.96
13345,Tea,Trichy,2,185.33,370.66
13346,Coffee,Coimbatore,2,81.64,163.28
13347,Snacks,Madurai,3,479.52,1438.56
13348,Snacks,Chennai,1,34.37,34.37
13349,Snacks,Coimbatore,6,315.93,1895.58
13350,Snacks,Chennai,2,100.25,200.5
13351,Juice,Chennai,1,249.7,249.7
13352,Cake,Trichy,9,176.33,1586.97
13353,Juice,Trichy,4,48.22,192.88
13354,Coffee,Salem,9,37.63,338.67
13355,Snacks,Trichy,6,145.34,872.04
13356, Cake ,Madurai,2,368.38,736.76
13357,Snacks,Madurai,1,98.75,98.75
13358,Snacks,Coimbatore,7,403.81,2826.67
13359,Snacks,Madurai,2,311.55,623.1
13360,Tea,Trichy,4,434.47,1737.88
13361,Tea,Trichy,4,387.14,1548.56
13362,Coffee,Chennai,5,127.09,635.45
13363,cake,Chennai,9,458.21,4123.889999999999
13364,Coffee,Coimbatore,8,220.01,1760.08
13365,Tea,Chennai,2,263.09,526.18
13366,Tea,Coimbatore,4,172.77,691.08
13367,Snacks,Madurai,2,479.7,959.4
13368,Snacks,Madurai,7,183.8,1286.6
13369,Snacks,Madurai,1,363.17,363.17
